XCoord,YCoord,OID,TRIPDURATI,STARTTIME,STOPTIME,START_STAT,START_ST_1,START_ST_2,START_ST_3,END_STATIO,END_STAT_1,END_STAT_2,END_STAT_3,BIKEID,USERTYPE,BIRTH_YEAR,GENDER
-73.98912867,40.68926942,1544,596,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,397,Fulton St & Clermont Ave,40.684157,-73.969223,16955,Subscriber,1984,2
-73.96087600,40.71045100,1577,1027,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,329,Greenwich St & N Moore St,40.720434,-74.010206,18282,Subscriber,1983,2
-73.96834101,40.70827295,1627,304,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,14700,Subscriber,1986,1
-73.98912867,40.68926942,1716,982,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,360,William St & Pine St,40.707179,-74.008873,18755,Subscriber,1969,1
-73.96563307,40.68650065,1753,463,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17992,Subscriber,1968,1
-73.96476280,40.68851534,1765,358,NULL,NULL,399,Lafayette Ave & St James Pl,40.688515,-73.964763,344,Monroe St & Bedford Ave,40.685144,-73.953809,21202,Subscriber,1966,2
-73.96024116,40.71534825,1914,1479,NULL,NULL,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,522,E 51 St & Lexington Ave,40.757148,-73.972078,20198,Subscriber,1974,1
-73.96087600,40.71045100,1937,2099,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,318,E 43 St & Vanderbilt Ave,40.753202,-73.977987,19239,Subscriber,1988,1
-73.96563307,40.68650065,2041,2923,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,519,Pershing Square North,40.751873,-73.977706,14928,Subscriber,1980,1
-73.96563307,40.68650065,2058,2513,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,435,W 21 St & 6 Ave,40.741740,-73.994156,20702,Subscriber,1979,2
-73.96563307,40.68650065,2097,3308,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,545,E 23 St & 1 Ave,40.736502,-73.978095,17306,Customer,0,0
-73.96024116,40.71534825,2192,200,NULL,NULL,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,460,S 4 St & Wythe Ave,40.712859,-73.965903,18887,Subscriber,1957,1
-73.98068914,40.69839895,2205,749,NULL,NULL,144,Nassau St & Navy St,40.698399,-73.980689,310,State St & Smith St,40.689269,-73.989129,15460,Customer,0,0
-73.96408963,40.70853074,2219,905,NULL,NULL,443,Bedford Ave & S 9 St,40.708531,-73.964090,151,Cleveland Pl & Spring St,40.721816,-73.997203,21993,Subscriber,1990,1
-73.95381995,40.69331716,2377,1101,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,271,Ashland Pl & Hanson Pl,40.685227,-73.978001,15230,Subscriber,1973,2
-73.98362464,40.69474881,2590,332,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,314,Cadman Plaza West & Montague St,40.693830,-73.990539,16325,Subscriber,1978,1
-73.96834101,40.70827295,2636,311,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,15797,Subscriber,1962,2
-73.98912867,40.68926942,2767,487,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,271,Ashland Pl & Hanson Pl,40.685227,-73.978001,16125,Subscriber,1989,1
-73.97703874,40.69327018,2780,1476,NULL,NULL,245,Myrtle Ave & St Edwards St,40.693270,-73.977039,250,Lafayette St & Jersey St,40.724561,-73.995653,19271,Subscriber,1986,1
-73.97493121,40.68981035,2822,130,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,21186,Subscriber,1972,1
-73.97493121,40.68981035,2921,143,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17339,Subscriber,1977,1
-73.96087600,40.71045100,3017,725,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,428,E 3 St & 1 Ave,40.724677,-73.987834,17850,Subscriber,1988,2
-73.97372990,40.69178230,3089,275,NULL,NULL,262,Washington Park,40.691782,-73.973730,243,Fulton St & Rockwell Pl,40.688226,-73.979382,15923,Subscriber,1987,1
-73.97372990,40.69178230,3112,280,NULL,NULL,262,Washington Park,40.691782,-73.973730,243,Fulton St & Rockwell Pl,40.688226,-73.979382,15009,Subscriber,1987,1
-73.97992700,40.69977300,3125,914,NULL,NULL,2001,Sands St & Navy St,40.699773,-73.979927,412,Forsyth St & Canal St,40.715815,-73.994224,20781,Subscriber,1987,2
-73.96087600,40.71045100,3200,1411,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,417,Barclay St & Church St,40.712912,-74.010202,19441,Subscriber,1996,1
-73.96024116,40.71534825,3403,2043,NULL,NULL,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,2022,E 60 St & York Ave,40.759107,-73.959223,19623,Subscriber,1987,1
-73.97372990,40.69178230,3474,2259,NULL,NULL,262,Washington Park,40.691782,-73.973730,486,Broadway & W 29 St,40.746201,-73.988557,15422,Subscriber,1989,2
-73.95381995,40.69331716,3539,2729,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,402,Broadway & E 22 St,40.740343,-73.989551,18891,Subscriber,1989,1
-73.96563307,40.68650065,3558,470,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,21666,Subscriber,1984,2
-73.98912867,40.68926942,3584,581,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,353,S Portland Ave & Hanson Pl,40.685396,-73.974315,19238,Subscriber,1981,2
-73.96023854,40.68900443,3637,318,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,365,Fulton St & Grand Ave,40.682232,-73.961458,16614,Subscriber,1976,1
-73.97372990,40.69178230,3750,212,NULL,NULL,262,Washington Park,40.691782,-73.973730,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,20192,Subscriber,1984,1
-73.95381995,40.69331716,3769,609,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,15042,Subscriber,1967,1
-73.96087600,40.71045100,3775,1307,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,546,E 30 St & Park Ave S,40.744449,-73.983035,15016,Subscriber,1985,1
-73.96563307,40.68650065,4051,756,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,430,York St & Jay St,40.701485,-73.986569,20689,Subscriber,1965,1
-73.97493121,40.68981035,4055,97,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18738,Subscriber,1988,1
-73.98362464,40.69474881,4074,2488,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,519,Pershing Square North,40.751873,-73.977706,19505,Subscriber,1979,2
-73.96087600,40.71045100,4183,1712,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,402,Broadway & E 22 St,40.740343,-73.989551,15994,Subscriber,1987,2
-73.98362464,40.69474881,4196,1058,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,306,Cliff St & Fulton St,40.708235,-74.005301,17395,Subscriber,1981,1
-73.97372990,40.69178230,4281,306,NULL,NULL,262,Washington Park,40.691782,-73.973730,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19799,Subscriber,1990,1
-73.96476280,40.68851534,4314,379,NULL,NULL,399,Lafayette Ave & St James Pl,40.688515,-73.964763,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,15423,Subscriber,1970,1
-73.96087600,40.71045100,4373,2103,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,515,W 43 St & 10 Ave,40.760094,-73.994618,18036,Subscriber,1982,1
-73.96476280,40.68851534,4380,314,NULL,NULL,399,Lafayette Ave & St James Pl,40.688515,-73.964763,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,16403,Subscriber,1979,1
-73.97372990,40.69178230,4403,328,NULL,NULL,262,Washington Park,40.691782,-73.973730,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18774,Subscriber,1986,1
-73.96087600,40.71045100,4412,2401,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,494,W 26 St & 8 Ave,40.747348,-73.997236,15364,Subscriber,1989,2
-73.98362464,40.69474881,4434,981,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,264,Maiden Ln & Pearl St,40.707065,-74.007319,20841,Subscriber,1982,1
-73.96023854,40.68900443,4463,310,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,365,Fulton St & Grand Ave,40.682232,-73.961458,19563,Subscriber,1985,1
-73.96476280,40.68851534,4627,1175,NULL,NULL,399,Lafayette Ave & St James Pl,40.688515,-73.964763,361,Allen St & Hester St,40.716059,-73.991908,14975,Subscriber,1983,1
-73.96834101,40.70827295,4756,353,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,16852,Subscriber,1980,1
-73.97372990,40.69178230,4794,401,NULL,NULL,262,Washington Park,40.691782,-73.973730,390,Duffield St & Willoughby St,40.692216,-73.984284,20347,Subscriber,1948,1
-73.95381995,40.69331716,4813,1727,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,387,Centre St & Chambers St,40.712733,-74.004607,16846,Subscriber,1977,1
-73.95381995,40.69331716,4834,432,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,416,Cumberland St & Lafayette Ave,40.687534,-73.972652,21347,Subscriber,1970,1
-73.96087600,40.71045100,4970,1354,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,168,W 18 St & 6 Ave,40.739713,-73.994564,20359,Subscriber,1986,1
-73.95643107,40.69064950,4994,562,NULL,NULL,409,DeKalb Ave & Skillman St,40.690649,-73.956431,271,Ashland Pl & Hanson Pl,40.685227,-73.978001,21268,Subscriber,1981,1
-73.98912867,40.68926942,5168,591,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,21442,Customer,0,0
-73.97372990,40.69178230,5183,1266,NULL,NULL,262,Washington Park,40.691782,-73.973730,330,Reade St & Broadway,40.714505,-74.005628,16904,Subscriber,1967,1
-73.96087600,40.71045100,5224,1512,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,518,E 39 St & 2 Ave,40.747804,-73.973442,17079,Subscriber,1985,1
-73.99548059,40.70037867,5298,256,NULL,NULL,216,Columbia Heights & Cranberry St,40.700379,-73.995481,414,Pearl St & Anchorage Pl,40.702819,-73.987658,21102,Subscriber,1982,1
-73.97372990,40.69178230,5299,433,NULL,NULL,262,Washington Park,40.691782,-73.973730,353,S Portland Ave & Hanson Pl,40.685396,-73.974315,18926,Customer,0,0
-73.97372990,40.69178230,5303,421,NULL,NULL,262,Washington Park,40.691782,-73.973730,353,S Portland Ave & Hanson Pl,40.685396,-73.974315,19496,Customer,0,0
-73.98912867,40.68926942,5342,1326,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,537,Lexington Ave & E 24 St,40.740259,-73.984092,18643,Subscriber,1979,1
-73.96834101,40.70827295,5497,942,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,274,Lafayette Ave & Fort Greene Pl,40.686919,-73.976682,18753,Subscriber,1993,2
-73.96834101,40.70827295,5557,395,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,21527,Subscriber,1972,2
-73.96834101,40.70827295,5566,291,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,18024,Subscriber,1980,1
-73.97493121,40.68981035,5734,125,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18739,Subscriber,1980,1
-73.96563307,40.68650065,5932,1940,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,377,6 Ave & Canal St,40.722438,-74.005664,15232,Subscriber,1965,2
-73.97703874,40.69327018,5959,244,NULL,NULL,245,Myrtle Ave & St Edwards St,40.693270,-73.977039,390,Duffield St & Willoughby St,40.692216,-73.984284,15967,Subscriber,1987,2
-73.97493121,40.68981035,6027,411,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,233,Cadman Plaza W & Pierrepont St,40.694757,-73.990527,19955,Subscriber,1961,1
-73.97632328,40.68382604,6056,933,NULL,NULL,83,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,2000,Front St & Washington St,40.702551,-73.989402,17239,Subscriber,1981,1
-73.96023854,40.68900443,6067,2245,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,127,Barrow St & Hudson St,40.731724,-74.006744,17672,Subscriber,1962,1
-73.98912867,40.68926942,6070,564,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,2000,Front St & Washington St,40.702551,-73.989402,19784,Subscriber,1971,1
-73.97372990,40.69178230,6080,291,NULL,NULL,262,Washington Park,40.691782,-73.973730,323,Lawrence St & Willoughby St,40.692362,-73.986317,20722,Subscriber,1974,1
-73.97703874,40.69327018,6125,276,NULL,NULL,245,Myrtle Ave & St Edwards St,40.693270,-73.977039,239,Willoughby St & Fleet St,40.691966,-73.981302,18721,Subscriber,1991,2
-73.96563307,40.68650065,6186,327,NULL,NULL,275,Washington Ave & Greene Ave,40.686501,-73.965633,271,Ashland Pl & Hanson Pl,40.685227,-73.978001,17357,Subscriber,1970,1
-73.98362464,40.69474881,6189,384,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,313,Washington Ave & Park Ave,40.696102,-73.967510,19767,Customer,0,0
-73.98362464,40.69474881,6228,356,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,395,Bond St & Schermerhorn St,40.688070,-73.984106,14708,Subscriber,1983,1
-73.98912867,40.68926942,6279,1979,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,517,Pershing Square South,40.751581,-73.977910,15081,Subscriber,1976,1
-73.98362464,40.69474881,6282,290,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,2001,Sands St & Navy St,40.699773,-73.979927,20101,Subscriber,1969,1
-73.96834101,40.70827295,6284,592,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,19335,Subscriber,1982,2
-73.96023854,40.68900443,6310,1639,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,537,Lexington Ave & E 24 St,40.740259,-73.984092,21509,Subscriber,1979,1
-73.96834101,40.70827295,6359,1260,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,2003,1 Ave & E 18 St,40.733812,-73.980544,17397,Customer,0,0
-73.98362464,40.69474881,6391,1502,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,168,W 18 St & 6 Ave,40.739713,-73.994564,17296,Subscriber,1979,2
-73.97372990,40.69178230,6538,1015,NULL,NULL,262,Washington Park,40.691782,-73.973730,195,Liberty St & Broadway,40.709056,-74.010434,21327,Subscriber,1987,1
-73.96023854,40.68900443,6567,395,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18510,Customer,0,0
-73.96087600,40.71045100,6574,1350,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,466,W 25 St & 6 Ave,40.743954,-73.991449,18732,Subscriber,1976,1
-73.96024116,40.71534825,6576,1286,NULL,NULL,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,2000,Front St & Washington St,40.702551,-73.989402,17412,Subscriber,1991,2
-73.96087600,40.71045100,6638,849,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,257,Lispenard St & Broadway,40.719392,-74.002472,21165,Subscriber,1980,1
-73.97372990,40.69178230,6806,240,NULL,NULL,262,Washington Park,40.691782,-73.973730,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19936,Subscriber,1990,1
-73.98912867,40.68926942,7004,536,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,416,Cumberland St & Lafayette Ave,40.687534,-73.972652,15709,Subscriber,1976,2
-73.97632328,40.68382604,7184,638,NULL,NULL,83,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,313,Washington Ave & Park Ave,40.696102,-73.967510,17806,Subscriber,1955,1
-73.98362464,40.69474881,7229,1087,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,2004,6 Ave & Broome St,40.724399,-74.004704,17227,Subscriber,1985,1
-73.96024116,40.71534825,7259,1249,NULL,NULL,539,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,268,Howard St & Centre St,40.719105,-73.999733,17601,Subscriber,1985,1
-73.96023854,40.68900443,7351,471,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19651,Subscriber,1985,1
-73.95381995,40.69331716,7365,572,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,431,Hanover Pl & Livingston St,40.688646,-73.982634,22248,Subscriber,1987,1
-73.98362464,40.69474881,7389,241,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,323,Lawrence St & Willoughby St,40.692362,-73.986317,19518,Subscriber,1990,1
-73.98912867,40.68926942,7445,437,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,2000,Front St & Washington St,40.702551,-73.989402,18914,Subscriber,1979,1
-73.97632328,40.68382604,7529,762,NULL,NULL,83,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,314,Cadman Plaza West & Montague St,40.693830,-73.990539,18474,Subscriber,1953,2
-73.96023854,40.68900443,7612,466,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,14909,Subscriber,1981,2
-73.98362464,40.69474881,7734,1981,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,284,Greenwich Ave & 8 Ave,40.739017,-74.002638,21630,Subscriber,1987,1
-73.96834101,40.70827295,7834,1733,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,455,1 Ave & E 44 St,40.750020,-73.969053,17538,Subscriber,1981,2
-73.97493121,40.68981035,7863,154,NULL,NULL,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,21442,Subscriber,1981,2
-73.96834101,40.70827295,7920,1789,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,455,1 Ave & E 44 St,40.750020,-73.969053,18236,Subscriber,1967,1
-73.95643107,40.69064950,7971,1423,NULL,NULL,409,DeKalb Ave & Skillman St,40.690649,-73.956431,268,Howard St & Centre St,40.719105,-73.999733,19534,Subscriber,1983,1
-73.98912867,40.68926942,7996,286,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,314,Cadman Plaza West & Montague St,40.693830,-73.990539,19269,Subscriber,1982,1
-73.96087600,40.71045100,8020,962,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,348,W Broadway & Spring St,40.724910,-74.001547,19916,Subscriber,1981,1
-73.99052739,40.69475701,8025,723,NULL,NULL,233,Cadman Plaza W & Pierrepont St,40.694757,-73.990527,320,Leonard St & Church St,40.717571,-74.005549,21642,Subscriber,1969,1
-73.98362464,40.69474881,8059,1812,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,241,DeKalb Ave & S Portland Ave,40.689810,-73.974931,19404,Customer,0,0
-73.98068914,40.69839895,8203,1499,NULL,NULL,144,Nassau St & Navy St,40.698399,-73.980689,348,W Broadway & Spring St,40.724910,-74.001547,19406,Subscriber,1986,2
-73.98912867,40.68926942,8228,1817,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,435,W 21 St & 6 Ave,40.741740,-73.994156,20538,Subscriber,1984,1
-73.96087600,40.71045100,8272,842,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,250,Lafayette St & Jersey St,40.724561,-73.995653,19843,Subscriber,1980,1
-73.96087600,40.71045100,8300,1282,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,161,LaGuardia Pl & W 3 St,40.729170,-73.998102,20775,Subscriber,1988,2
-73.98912867,40.68926942,8407,393,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,467,Dean St & 4 Ave,40.683125,-73.978951,19607,Customer,0,0
-73.96986848,40.69794000,8418,364,NULL,NULL,343,Clinton Ave & Flushing Ave,40.697940,-73.969868,430,York St & Jay St,40.701485,-73.986569,18082,Subscriber,1979,1
-73.98912867,40.68926942,8437,943,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,376,John St & William St,40.708621,-74.007222,20728,Subscriber,1984,1
-73.96834101,40.70827295,8460,418,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,18472,Subscriber,1977,1
-73.97372990,40.69178230,8486,1031,NULL,NULL,262,Washington Park,40.691782,-73.973730,387,Centre St & Chambers St,40.712733,-74.004607,19496,Subscriber,1966,2
-73.99052739,40.69475701,8614,365,NULL,NULL,233,Cadman Plaza W & Pierrepont St,40.694757,-73.990527,430,York St & Jay St,40.701485,-73.986569,18701,Customer,0,0
-73.98362464,40.69474881,8616,2498,NULL,NULL,261,Johnson St & Gold St,40.694749,-73.983625,290,2 Ave & E 58 St,40.760203,-73.964785,20017,Subscriber,1973,1
-73.96834101,40.70827295,8623,1454,NULL,NULL,282,Kent Ave & S 11 St,40.708273,-73.968341,438,St Marks Pl & 1 Ave,40.727791,-73.985649,16025,Subscriber,1977,1
-73.98912867,40.68926942,8644,418,NULL,NULL,310,State St & Smith St,40.689269,-73.989129,398,Atlantic Ave & Furman St,40.691652,-73.999979,17012,Subscriber,1969,1
-73.96023854,40.68900443,8668,289,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,373,Willoughby Ave & Walworth St,40.693317,-73.953820,20805,Subscriber,1986,1
-73.99548059,40.70037867,8758,929,NULL,NULL,216,Columbia Heights & Cranberry St,40.700379,-73.995481,271,Ashland Pl & Hanson Pl,40.685227,-73.978001,17857,Subscriber,1985,1
-73.96408963,40.70853074,8811,906,NULL,NULL,443,Bedford Ave & S 9 St,40.708531,-73.964090,350,Clinton St & Grand St,40.715595,-73.987030,19454,Subscriber,1984,2
-73.97632328,40.68382604,8820,1804,NULL,NULL,83,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,382,University Pl & E 14 St,40.734927,-73.992005,15997,Subscriber,1969,1
-73.95381995,40.69331716,8849,679,NULL,NULL,373,Willoughby Ave & Walworth St,40.693317,-73.953820,239,Willoughby St & Fleet St,40.691966,-73.981302,18280,Subscriber,1967,1
-73.96023854,40.68900443,8864,904,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,418,Front St & Gold St,40.702240,-73.982578,14615,Subscriber,1985,1
-73.96023854,40.68900443,8867,201,NULL,NULL,364,Lafayette Ave & Classon Ave,40.689004,-73.960239,354,Emerson Pl & Myrtle Ave,40.693631,-73.962236,16733,Subscriber,1990,1
-73.97372990,40.69178230,8892,368,NULL,NULL,262,Washington Park,40.691782,-73.973730,323,Lawrence St & Willoughby St,40.692362,-73.986317,18392,Subscriber,1986,1
-73.96087600,40.71045100,8900,1224,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,401,Allen St & Rivington St,40.720196,-73.989978,18105,Customer,0,0
-73.96087600,40.71045100,8906,1221,NULL,NULL,532,S 5 Pl & S 4 St,40.710451,-73.960876,401,Allen St & Rivington St,40.720196,-73.989978,21162,Customer,0,0
